,Type,PRECIPITATION_MA,TEMPERATURE_MA
75251,2,8.69,64.8
75252,2,4.44,39.1
75253,2,5.74,65.4
75254,2,2.54,31.8
75255,2,4.52,65.3
75256,2,3.78,27.8
75261,2,3.9,65.1
75262,2,5.47,34.8
75267,2,2.37,66.6
75268,2,3.55,33.4
75283,7,3.83,73.4
75284,7,1.42,43.3
75285,7,5.2,37.4
75286,7,3.31,72.9
75287,7,4.52,37.1
75288,7,6.22,72.0
75289,7,4.97,71.7
75290,7,5.78,39.0
75291,7,3.15,72.5
75292,7,1.41,34.1
75293,7,3.8,37.8
75294,7,2.32,72.7
75295,7,5.1,49.6
75296,7,9.53,72.8
75297,7,4.16,72.7
75298,7,3.28,39.7
75299,7,10.93,73.0
75300,7,4.73,36.9
75305,7,3.34,71.7
75306,7,4.79,41.6
75309,7,2.37,73.7
75310,7,4.56,41.9
75327,10,3.89,67.7
75328,10,4.93,37.8
75329,10,2.5,66.6
75330,10,3.86,31.5
75331,10,5.02,65.6
75332,10,4.61,32.9
75333,10,3.66,33.6
75334,10,7.15,66.9
75335,10,7.44,66.4
75336,10,2.19,27.9
75337,10,3.73,67.2
75338,10,4.85,31.5
75339,10,9.63,67.2
75340,10,4.49,42.5
75341,10,3.34,34.3
75342,10,6.25,67.5
75343,10,7.19,66.8
75344,10,4.28,32.1
75349,10,3.79,66.1
75350,10,6.4,35.8
75353,10,2.3,67.5
75354,10,3.66,35.4
75371,10,1.82,38.6
75372,10,3.13,70.6
75373,10,4.68,32.7
75374,10,3.75,69.7
75375,10,3.03,33.7
75376,10,3.37,67.9
75377,10,5.93,35.2
75378,10,5.32,68.2
75379,10,3.18,69.2
75380,10,1.27,30.7
75381,10,3.01,69.8
75382,10,2.77,32.6
75383,10,3.99,41.6
75384,10,8.7,69.4
75385,10,5.67,69.7
75386,10,2.53,35.5
75387,10,3.75,31.9
75388,10,4.52,70.0
75393,10,4.34,37.1
75394,10,3.64,68.4
75397,10,4.02,36.8
75398,10,3.03,70.6
75415,15,3.27,72.4
75416,15,0.92,40.6
75417,15,3.06,71.4
75418,15,5.15,35.8
75419,15,4.09,35.8
75420,15,4.97,69.8
75421,15,4.47,69.8
75422,15,4.83,36.7
75423,15,3.2,71.1
75424,15,1.66,31.8
75425,15,3.47,70.7
75426,15,2.88,35.2
75427,15,4.28,45.9
75428,15,8.26,71.0
75429,15,3.4,37.0
75430,15,4.37,70.5
75431,15,7.2,71.2
75432,15,4.86,34.0
75437,15,4.27,69.9
75438,15,3.59,39.2
75441,15,3.41,72.0
75442,15,3.73,39.4
75459,15,1.35,38.3
75460,15,3.33,70.0
75461,15,3.41,69.8
75462,15,5.55,34.5
75463,15,5.63,68.8
75464,15,3.84,34.4
75465,15,3.82,69.3
75466,15,5.47,36.4
75467,15,1.73,31.1
75468,15,4.6,69.7
75469,15,3.13,34.2
75470,15,2.57,70.0
75471,15,7.76,69.6
75472,15,4.48,45.3
75473,15,3.55,36.7
75474,15,4.78,69.8
75475,15,4.19,32.2
75476,15,7.82,70.2
75481,15,4.73,37.6
75482,15,3.75,68.3
75485,15,4.15,37.8
75486,15,3.54,70.6
75503,15,2.74,67.3
75504,15,1.44,35.7
75505,15,5.18,31.2
75506,15,4.26,66.0
75507,15,2.77,29.6
75508,15,4.73,63.9
75509,15,3.62,65.1
75510,15,3.92,31.7
75511,15,1.51,26.1
75512,15,3.92,64.9
75513,15,3.49,65.7
75514,15,3.12,29.7
75515,15,7.56,66.0
75516,15,3.86,42.0
75517,15,2.97,66.2
75518,15,3.35,32.5
75519,15,3.63,29.7
75520,15,5.53,66.2
75525,15,4.44,34.4
75526,15,3.19,64.8
75529,15,3.38,34.2
75530,15,4.11,66.6
75547,1,3.14,65.6
75548,1,1.49,35.5
75549,1,5.15,31.0
75550,1,3.98,64.9
75551,1,5.27,63.8
75552,1,3.5,29.6
75553,1,4.51,64.5
75554,1,6.23,32.4
75555,1,4.16,64.4
75556,1,1.63,26.4
75557,1,2.69,65.3
75558,1,2.92,30.2
75559,1,9.26,65.0
75560,1,4.49,42.0
75561,1,4.23,65.5
75562,1,3.51,32.8
75563,1,4.0,29.0
75564,1,8.82,65.6
75569,1,5.71,34.2
75570,1,3.81,64.6
75573,1,5.87,66.0
75574,1,4.81,35.0
75591,2,2.86,33.8
75592,2,4.17,65.5
75593,2,4.5,29.2
75594,2,2.88,63.5
75595,2,6.38,61.8
75596,2,3.62,28.9
75597,2,3.82,62.6
75598,2,3.1,30.0
75599,2,1.66,24.2
75600,2,5.05,62.8
75601,2,3.57,27.5
75602,2,2.59,63.1
75603,2,4.53,38.4
75604,2,7.57,63.2
75605,2,2.49,30.4
75606,2,5.41,64.0
75607,2,3.8,63.6
75608,2,3.23,26.6
75613,2,5.62,33.1
75614,2,3.92,63.5
75617,2,3.31,31.9
75618,2,2.45,65.2
75635,10,3.19,65.7
75636,10,1.82,33.9
75637,10,5.16,29.2
75638,10,1.76,64.0
75639,10,5.18,62.6
75640,10,3.18,28.6
75641,10,2.7,63.1
75642,10,3.42,30.8
75643,10,3.81,63.5
75644,10,1.17,24.8
75645,10,2.35,63.8
75646,10,2.94,28.2
75647,10,6.49,63.3
75648,10,3.31,39.5
75649,10,2.44,30.5
75650,10,3.88,64.3
75651,10,2.98,27.4
75652,10,3.73,64.2
75657,10,3.49,63.6
75658,10,5.59,32.7
75661,10,1.73,65.4
75662,10,3.24,32.1
75679,15,4.38,69.6
75680,15,3.28,41.0
75681,15,3.38,33.5
75682,15,2.48,68.4
75683,15,3.86,35.9
75684,15,5.92,67.5
75685,15,4.2,35.5
75686,15,6.86,69.1
75687,15,1.63,30.3
75688,15,5.6,68.2
75689,15,4.41,33.1
75690,15,3.92,69.9
75691,15,3.93,44.8
75692,15,8.1,69.0
75693,15,2.84,36.1
75694,15,4.08,69.9
75695,15,4.15,34.7
75696,15,6.21,68.9
75701,15,2.15,69.0
75702,15,5.74,38.3
75705,15,2.95,37.3
75706,15,4.7,69.2
75723,1,3.55,74.0
75724,1,1.38,46.8
75725,1,4.56,73.4
75726,1,6.73,39.8
75727,1,4.7,73.4
75728,1,3.25,42.4
75729,1,4.11,39.9
75730,1,6.53,75.3
75731,1,1.02,39.0
75732,1,3.8,73.1
75733,1,3.86,73.1
75734,1,2.8,40.5
75735,1,8.07,75.2
75736,1,7.02,50.8
75737,1,3.46,41.8
75738,1,3.62,74.1
75739,1,7.49,74.1
75740,1,5.1,42.5
75745,1,1.43,71.9
75746,1,3.28,45.0
75749,1,3.08,44.7
75750,1,2.89,75.2
75767,10,4.6,69.4
75768,10,0.28,44.0
75769,10,4.3,68.4
75770,10,4.6,35.3
75771,10,3.79,68.2
75772,10,2.3,39.0
75773,10,5.69,36.5
75774,10,7.73,69.7
75775,10,4.22,68.2
75776,10,0.6,34.4
75777,10,5.37,69.3
75778,10,3.32,35.8
75779,10,3.89,46.4
75780,10,6.33,71.0
75781,10,2.76,37.7
75782,10,4.07,70.1
75783,10,6.5,37.9
75784,10,7.25,69.4
75789,10,2.27,40.6
75790,10,2.67,67.3
75793,10,4.25,40.0
75794,10,3.14,70.5
75811,10,4.39,70.6
75812,10,0.76,44.2
75813,10,4.08,36.8
75814,10,7.12,69.6
75815,10,3.22,40.3
75816,10,5.21,69.1
75817,10,4.73,72.0
75818,10,6.48,38.5
75819,10,3.8,69.3
75820,10,0.63,35.9
75821,10,3.4,37.5
75822,10,6.67,71.1
75823,10,5.6,73.1
75824,10,5.14,47.6
75825,10,3.21,72.0
75826,10,2.71,39.9
75827,10,8.33,71.2
75828,10,5.72,39.3
75833,10,2.43,41.4
75834,10,2.79,69.4
75837,10,4.72,40.6
75838,10,2.93,72.6
75855,5,3.91,69.3
75856,5,2.65,44.6
75857,5,3.47,35.7
75858,5,3.84,68.9
75859,5,6.26,68.2
75860,5,4.84,41.5
75861,5,5.87,71.9
75862,5,5.97,38.5
75863,5,2.15,36.0
75864,5,3.24,68.3
75865,5,6.16,38.0
75866,5,5.72,70.8
75867,5,4.93,48.5
75868,5,6.14,71.8
75869,5,3.52,40.7
75870,5,4.12,70.9
75871,5,6.02,69.5
75872,5,7.11,37.9
75877,5,3.39,41.1
75878,5,3.39,67.8
75881,5,4.45,40.4
75882,5,3.16,70.6
75899,3,3.92,72.3
75900,3,1.07,47.2
75901,3,5.76,38.8
75902,3,5.48,72.4
75903,3,3.02,41.8
75904,3,6.42,71.3
75905,3,3.57,74.2
75906,3,6.74,39.8
75907,3,2.58,71.8
75908,3,0.8,37.8
75909,3,3.3,39.3
75910,3,6.02,72.2
75911,3,6.56,49.2
75912,3,5.57,74.1
75913,3,2.82,73.1
75914,3,3.35,40.8
75915,3,6.2,73.1
75916,3,5.54,41.3
75921,3,2.82,43.3
75922,3,2.65,70.5
75925,3,2.66,74.0
75926,3,4.03,42.3
75943,4,1.28,47.4
75944,4,2.93,72.3
75945,4,5.99,39.7
75946,4,7.19,72.3
75947,4,8.16,72.0
75948,4,2.87,42.4
75949,4,4.36,74.6
75950,4,5.34,40.5
75951,4,1.4,38.8
75952,4,3.37,72.5
75953,4,6.18,72.5
75954,4,2.58,40.4
75955,4,7.46,50.1
75956,4,5.45,75.2
75957,4,2.41,73.8
75958,4,3.36,41.7
75959,4,6.47,73.7
75960,4,5.52,41.8
75965,4,2.58,44.4
75966,4,2.07,70.7
75969,4,2.22,74.4
75970,4,3.8,43.7
75987,1,1.36,47.7
75988,1,4.45,74.7
75989,1,5.85,73.8
75990,1,7.02,40.4
75991,1,5.42,74.3
75992,1,3.26,43.2
75993,1,3.63,41.0
75994,1,8.03,75.6
75995,1,3.71,73.8
75996,1,1.16,38.8
75997,1,2.76,40.7
75998,1,5.17,73.5
75999,1,6.38,51.6
76000,1,9.32,76.1
76001,1,3.75,74.7
76002,1,3.3,42.5
76003,1,7.84,74.8
76004,1,6.14,43.1
76009,1,2.18,72.5
76010,1,3.11,45.5
76013,1,3.12,76.2
76014,1,2.53,45.6
76031,3,1.12,47.5
76032,3,4.85,74.2
76033,3,4.51,73.9
76034,3,6.52,40.1
76035,3,3.7,42.0
76036,3,6.41,74.2
76037,3,8.55,75.1
76038,3,3.79,40.7
76039,3,0.68,37.7
76040,3,3.15,74.0
76041,3,4.55,73.6
76042,3,2.91,40.4
76043,3,9.32,75.5
76044,3,5.3,51.7
76045,3,3.24,41.4
76046,3,3.91,73.7
76047,3,5.97,41.5
76048,3,7.66,74.9
76053,3,3.43,45.1
76054,3,2.04,73.3
76057,3,2.82,45.1
76058,3,5.34,76.0
76075,1,3.78,73.8
76076,1,1.04,46.1
76077,1,3.64,73.4
76078,1,6.36,39.3
76079,1,5.49,72.7
76080,1,2.95,41.4
76081,1,7.08,74.0
76082,1,4.49,39.2
76083,1,3.12,72.7
76084,1,0.79,37.6
76085,1,3.66,73.3
76086,1,2.87,39.0
76087,1,5.65,50.2
76088,1,8.03,74.7
76089,1,4.1,73.5
76090,1,3.19,40.8
76091,1,5.67,41.4
76092,1,8.79,73.6
76097,1,3.05,43.4
76098,1,3.77,71.4
76101,1,3.87,74.8
76102,1,4.01,43.5
76119,5,3.58,65.3
76120,5,0.85,42.4
76121,5,3.73,33.8
76122,5,5.05,63.9
76123,5,7.94,64.3
76124,5,4.16,39.0
76125,5,3.36,67.9
76126,5,7.07,36.5
76127,5,3.13,64.0
76128,5,1.12,33.9
76129,5,4.81,66.6
76130,5,3.66,35.9
76131,5,6.3,46.4
76132,5,5.02,68.3
76133,5,2.78,67.0
76134,5,2.47,38.6
76135,5,5.31,37.1
76136,5,7.49,65.9
76141,5,1.95,64.0
76142,5,3.24,38.1
76145,5,2.55,67.2
76146,5,4.29,38.5
76163,1,0.29,44.8
76164,1,3.67,72.0
76165,1,3.77,71.6
76166,1,6.23,37.8
76167,1,2.89,40.2
76168,1,5.21,70.6
76169,1,6.42,38.2
76170,1,9.34,71.8
76171,1,2.36,70.9
76172,1,0.44,35.9
76173,1,4.74,70.9
76174,1,2.54,37.5
76175,1,4.18,47.8
76176,1,7.38,72.0
76177,1,3.89,71.1
76178,1,3.16,38.8
76179,1,7.76,70.7
76180,1,5.56,38.6
76185,1,3.46,69.8
76186,1,2.6,41.2
76189,1,3.27,72.8
76190,1,4.24,40.6
76207,3,3.98,74.7
76208,3,1.25,46.9
76209,3,4.81,74.2
76210,3,5.03,42.0
76211,3,8.15,75.0
76212,3,4.13,44.7
76213,3,5.19,77.4
76214,3,4.43,43.7
76215,3,4.66,75.0
76216,3,1.95,40.9
76217,3,6.24,74.4
76218,3,2.09,42.7
76219,3,8.17,77.8
76220,3,4.47,53.2
76221,3,3.73,43.2
76222,3,3.65,75.1
76223,3,6.41,43.6
76224,3,11.08,75.2
76229,3,3.22,46.3
76230,3,3.37,72.6
76233,3,1.77,45.7
76234,3,1.91,77.4
76251,7,1.23,47.9
76252,7,3.94,74.9
76253,7,5.72,74.1
76254,7,6.57,40.5
76255,7,3.29,43.2
76256,7,5.63,74.6
76257,7,3.54,40.8
76258,7,8.53,75.5
76259,7,3.59,74.0
76260,7,1.06,38.4
76261,7,2.92,40.4
76262,7,5.55,73.6
76263,7,8.68,76.1
76264,7,5.95,51.7
76265,7,3.18,42.4
76266,7,3.79,74.8
76267,7,7.54,75.0
76268,7,6.16,42.8
76273,7,2.81,72.8
76274,7,3.18,45.4
76277,7,2.65,45.5
76278,7,3.61,76.4
76295,1,6.23,75.5
76296,1,1.48,49.1
76297,1,6.08,75.0
76298,1,6.45,42.1
76299,1,3.44,45.2
76300,1,7.47,75.6
76301,1,5.63,76.7
76302,1,4.24,43.6
76303,1,1.94,40.1
76304,1,4.21,75.8
76305,1,2.53,42.8
76306,1,5.59,74.7
76307,1,4.39,54.5
76308,1,10.41,77.4
76309,1,3.52,43.8
76310,1,4.56,75.6
76311,1,10.05,75.8
76312,1,6.23,44.1
76319,1,2.91,46.8
76320,1,4.09,73.5
76321,1,4.06,76.9
76322,1,1.71,46.6
76339,2,0.33,44.3
76340,2,4.2,71.4
76341,2,4.8,71.2
76342,2,6.12,37.4
76343,2,5.15,70.3
76344,2,2.78,39.8
76345,2,10.88,71.6
76346,2,6.35,38.1
76347,2,0.46,35.5
76348,2,1.94,70.6
76349,2,4.69,70.7
76350,2,2.82,37.6
76351,2,3.83,47.8
76352,2,6.72,71.8
76353,2,3.13,38.8
76354,2,4.33,70.9
76355,2,7.08,70.6
76356,2,5.47,38.2
76363,2,3.45,69.4
76364,2,2.67,40.9
76365,2,3.37,40.4
76366,2,3.39,72.3
76383,3,1.43,47.9
76384,3,2.71,73.7
76385,3,9.89,73.7
76386,3,5.99,41.0
76387,3,2.97,43.6
76388,3,9.26,73.7
76389,3,5.64,75.6
76390,3,4.5,42.0
76391,3,1.84,40.1
76392,3,5.51,73.5
76393,3,1.87,41.9
76394,3,5.85,73.6
76395,3,7.12,51.7
76396,3,6.81,76.6
76397,3,2.89,74.9
76398,3,3.51,42.8
76399,3,6.89,74.8
76400,3,5.92,42.7
76407,3,2.59,45.7
76408,3,1.49,72.0
76409,3,2.66,45.1
76410,3,2.04,75.8
76427,2,13.17,36.5
76428,2,1.46,63.7
76429,2,4.32,57.2
76430,2,10.81,39.5
76431,2,1.47,58.9
76432,2,6.22,39.1
76433,2,1.91,58.4
76434,2,10.8,38.3
76435,2,5.15,38.1
76436,2,2.29,59.3
76437,2,10.53,32.8
76438,2,2.18,59.5
76439,2,0.65,64.3
76440,2,20.93,38.8
76441,2,12.33,41.0
76442,2,2.59,57.0
76443,2,4.4,34.0
76444,2,2.44,58.7
76450,2,5.63,54.2
76451,2,14.6,36.4
76453,2,8.19,36.2
76455,2,2.23,54.8
76471,8,0.35,69.2
76472,8,2.03,34.0
76473,8,1.13,35.2
76474,8,1.13,61.8
76475,8,0.54,63.1
76476,8,0.84,34.6
76477,8,0.74,61.8
76478,8,1.69,34.5
76479,8,1.1,32.7
76480,8,0.69,62.8
76481,8,1.82,28.3
76482,8,0.74,64.0
76483,8,0.07,69.8
76484,8,2.68,34.8
76485,8,1.07,61.4
76486,8,2.43,35.4
76487,8,1.54,62.2
76488,8,1.02,30.2
76494,8,2.07,58.5
76496,8,1.96,34.5
76499,8,0.56,33.3
76500,8,1.68,58.6
76515,10,0.76,39.5
76516,10,2.9,71.6
76517,10,3.07,70.7
76518,10,4.89,34.1
76519,10,3.89,34.9
76520,10,4.44,69.7
76521,10,5.44,36.0
76522,10,5.59,69.6
76523,10,1.14,32.1
76524,10,2.67,70.8
76525,10,3.76,70.3
76526,10,3.18,34.4
76527,10,3.86,44.8
76528,10,10.64,71.1
76529,10,3.08,36.6
76530,10,4.67,70.5
76531,10,5.19,71.0
76532,10,4.53,34.9
76537,10,3.78,38.4
76538,10,3.11,69.4
76542,10,1.52,71.7
76543,10,3.28,38.4
76559,5,1.43,35.5
76560,5,2.95,66.6
76561,5,5.9,31.4
76562,5,4.72,65.9
76563,5,3.26,30.0
76564,5,4.96,64.4
76565,5,5.06,32.4
76566,5,4.59,65.3
76567,5,1.7,26.7
76568,5,4.16,64.8
76569,5,3.49,65.6
76570,5,3.26,30.2
76571,5,7.66,66.0
76572,5,4.63,42.2
76573,5,4.77,66.1
76574,5,3.47,33.0
76575,5,4.13,29.8
76576,5,7.2,66.4
76581,5,5.42,34.8
76582,5,3.9,64.8
76587,5,4.36,34.9
76588,5,4.67,67.3
76603,10,2.83,67.4
76604,10,2.53,35.4
76605,10,4.74,31.0
76606,10,3.64,65.9
76607,10,7.16,64.2
76608,10,3.3,30.3
76609,10,4.63,65.3
76610,10,3.91,31.8
76611,10,4.38,65.5
76612,10,1.21,26.7
76613,10,3.27,29.4
76614,10,2.71,66.0
76615,10,8.51,66.3
76616,10,4.02,39.4
76617,10,4.06,66.6
76618,10,2.65,32.4
76619,10,3.63,27.8
76620,10,4.31,66.6
76625,10,3.4,65.8
76626,10,5.13,34.5
76631,10,2.09,67.8
76632,10,3.7,34.0
76647,11,0.79,39.2
76648,11,2.48,71.8
76649,11,4.98,33.8
76650,11,3.12,70.9
76651,11,3.47,34.8
76652,11,4.81,69.8
76653,11,5.44,36.2
76654,11,4.99,69.9
76655,11,3.21,70.8
76656,11,1.2,31.8
76657,11,3.44,70.5
76658,11,2.8,33.7
76659,11,9.81,71.0
76660,11,3.83,44.4
76661,11,3.0,36.3
76662,11,4.45,70.7
76663,11,3.79,34.2
76664,11,5.06,70.8
76669,11,4.01,38.1
76670,11,3.32,69.8
76675,11,2.03,71.8
76676,11,3.38,38.4
76691,10,3.8,37.4
76692,10,3.87,69.5
76693,10,4.06,32.2
76694,10,3.78,66.6
76695,10,4.7,33.5
76696,10,6.02,64.4
76697,10,5.6,66.4
76698,10,2.88,33.3
76699,10,6.26,66.0
76700,10,3.27,25.6
76701,10,2.4,66.3
76702,10,4.62,29.3
76703,10,4.32,41.3
76704,10,6.74,65.0
76705,10,7.57,67.3
76706,10,2.47,33.3
76707,10,4.7,28.7
76708,10,7.8,65.2
76713,10,2.49,66.8
76714,10,5.69,35.4
76717,10,3.22,66.0
76718,10,5.67,34.4
76735,2,2.96,70.2
76736,2,2.46,39.0
76737,2,3.99,32.7
76738,2,3.31,69.0
76739,2,3.29,33.8
76740,2,3.99,67.4
76741,2,6.0,67.8
76742,2,5.02,34.3
76743,2,3.94,68.4
76744,2,1.19,29.6
76745,2,3.24,68.7
76746,2,3.14,32.2
76747,2,8.03,68.6
76748,2,4.09,41.6
76749,2,2.21,34.8
76750,2,5.57,68.9
76751,2,5.62,68.9
76752,2,3.67,32.0
76757,2,2.46,67.9
76758,2,4.64,36.7
76761,2,1.92,69.8
76762,2,3.69,36.0
76779,15,3.07,67.2
76780,15,1.58,36.1
76781,15,3.97,31.0
76782,15,4.01,65.6
76783,15,5.67,63.4
76784,15,2.91,29.0
76785,15,3.66,31.0
76786,15,2.9,64.2
76787,15,3.7,64.7
76788,15,1.69,25.6
76789,15,2.15,65.2
76790,15,2.93,29.3
76791,15,7.48,65.3
76792,15,3.38,41.4
76793,15,3.19,65.8
76794,15,3.19,32.0
76795,15,7.08,65.7
76796,15,3.6,28.7
76801,15,3.22,64.1
76802,15,4.92,33.4
76805,15,5.66,65.5
76806,15,3.59,33.6
76823,15,4.23,69.0
76824,15,3.1,37.8
76825,15,2.46,67.1
76826,15,3.4,33.2
76827,15,3.69,34.0
76828,15,9.4,65.7
76829,15,6.03,67.5
76830,15,3.28,33.7
76831,15,4.89,67.8
76832,15,2.02,27.6
76833,15,3.29,30.9
76834,15,3.9,68.8
76835,15,11.24,68.2
76836,15,3.6,43.2
76837,15,2.51,35.6
76838,15,6.88,68.6
76839,15,4.28,31.8
76840,15,5.62,67.7
76845,15,2.37,68.2
76846,15,5.95,36.8
76849,15,2.55,69.2
76850,15,3.25,35.2
76867,10,5.41,68.6
76868,10,0.78,42.1
76869,10,7.07,67.4
76870,10,3.74,35.0
76871,10,4.91,66.8
76872,10,2.84,38.6
76873,10,5.15,37.1
76874,10,4.51,69.8
76875,10,3.57,67.2
76876,10,0.83,34.3
76877,10,9.86,69.1
76878,10,4.08,36.1
76879,10,4.62,46.1
76880,10,5.36,71.4
76881,10,2.49,38.8
76882,10,3.72,70.1
76883,10,6.68,69.6
76884,10,6.17,37.2
76889,10,2.89,67.2
76890,10,2.76,39.8
76893,10,2.9,70.0
76894,10,4.51,39.0
76911,3,4.52,72.4
76912,3,1.23,46.6
76913,3,3.88,72.0
76914,3,6.26,38.2
76915,3,4.92,71.4
76916,3,3.08,41.5
76917,3,3.98,74.1
76918,3,6.26,39.5
76919,3,2.89,72.6
76920,3,0.85,37.8
76921,3,4.99,72.5
76922,3,3.5,39.0
76923,3,7.18,49.5
76924,3,5.1,74.4
76925,3,3.3,73.1
76926,3,3.51,40.9
76927,3,6.62,72.8
76928,3,5.47,41.3
76933,3,2.7,43.2
76934,3,2.99,70.5
76937,3,4.39,42.6
76938,3,2.88,74.0
76955,1,4.41,72.8
76956,1,0.4,45.1
76957,1,4.15,72.7
76958,1,5.67,38.3
76959,1,4.68,71.9
76960,1,2.71,40.2
76961,1,11.09,73.2
76962,1,5.99,39.2
76963,1,1.55,72.3
76964,1,0.46,36.5
76965,1,3.72,72.4
76966,1,2.79,38.7
76967,1,6.91,73.5
76968,1,3.73,49.0
76969,1,4.22,72.7
76970,1,3.05,40.0
76971,1,6.71,72.4
76972,1,5.45,38.8
76977,1,2.98,70.8
76978,1,2.86,41.8
76981,1,2.64,74.1
76982,1,2.71,41.5
76999,1,0.59,46.0
77000,1,4.05,74.1
77001,1,2.56,73.5
77002,1,6.42,39.5
77003,1,2.89,41.8
77004,1,5.14,72.3
77005,1,5.55,39.7
77006,1,7.81,73.7
77007,1,0.64,37.9
77008,1,2.3,72.8
77009,1,3.72,73.4
77010,1,2.63,38.9
77011,1,6.75,74.5
77012,1,5.01,50.1
77013,1,3.52,40.8
77014,1,3.96,73.4
77015,1,5.63,41.1
77016,1,8.71,73.3
77021,1,3.64,71.6
77022,1,2.68,43.2
77025,1,5.03,43.0
77026,1,5.02,74.5
77043,3,1.05,47.2
77044,3,3.2,72.6
77045,3,5.34,39.6
77046,3,5.06,72.0
77047,3,8.59,71.9
77048,3,4.03,42.4
77049,3,1.97,75.2
77050,3,7.38,40.5
77051,3,0.81,39.1
77052,3,6.01,72.2
77053,3,4.48,73.3
77054,3,2.25,40.7
77055,3,6.48,50.3
77056,3,6.12,75.5
77057,3,2.67,42.8
77058,3,2.38,74.1
77059,3,5.13,41.6
77060,3,5.67,73.6
77065,3,2.97,71.2
77066,3,3.29,43.4
77069,3,3.08,75.0
77070,3,3.94,43.4
77087,2,0.79,39.8
77088,2,5.75,65.8
77089,2,4.48,31.8
77090,2,6.7,65.0
77091,2,3.41,36.2
77092,2,3.68,64.4
77093,2,6.07,66.7
77094,2,5.58,33.9
77095,2,1.25,30.5
77096,2,3.82,64.1
77097,2,5.73,66.0
77098,2,3.37,32.3
77099,2,8.36,67.8
77100,2,4.97,43.7
77101,2,2.95,66.7
77102,2,3.08,35.0
77103,2,7.2,33.5
77104,2,5.52,66.2
77109,2,2.54,63.5
77110,2,3.1,36.4
77113,2,4.53,36.5
77114,2,2.74,66.2
77131,1,4.25,73.3
77132,1,0.63,45.4
77133,1,6.15,38.6
77134,1,4.24,72.8
77135,1,5.56,71.9
77136,1,2.8,40.8
77137,1,8.74,73.4
77138,1,4.54,39.0
77139,1,2.65,72.2
77140,1,0.63,37.1
77141,1,2.61,38.5
77142,1,3.9,72.8
77143,1,6.87,74.0
77144,1,4.36,49.4
77145,1,3.23,40.3
77146,1,4.2,72.9
77147,1,8.06,73.3
77148,1,5.51,40.7
77155,1,4.2,71.0
77156,1,2.68,42.8
77157,1,4.13,74.3
77158,1,4.3,42.4
77175,11,0.71,44.8
77176,11,2.91,69.1
77177,11,3.72,36.0
77178,11,6.01,68.0
77179,11,3.3,39.6
77180,11,5.53,67.9
77181,11,2.33,70.6
77182,11,4.86,37.9
77183,11,0.68,35.5
77184,11,3.44,67.3
77185,11,4.17,69.5
77186,11,3.31,37.7
77187,11,4.37,71.4
77188,11,5.06,47.6
77189,11,2.53,39.5
77190,11,2.32,70.5
77191,11,6.66,69.1
77192,11,5.03,38.5
77199,11,2.56,40.5
77200,11,2.95,67.5
77201,11,3.91,40.6
77202,11,2.55,70.8
77219,1,4.69,74.9
77220,1,1.32,48.2
77221,1,6.02,74.3
77222,1,6.63,40.8
77223,1,6.49,74.9
77224,1,3.39,43.8
77225,1,8.13,76.0
77226,1,3.54,41.7
77227,1,3.21,74.8
77228,1,1.31,38.7
77229,1,5.54,74.0
77230,1,2.79,41.2
77231,1,9.33,76.4
77232,1,5.16,52.6
77233,1,4.29,75.0
77234,1,3.42,42.7
77235,1,6.21,43.0
77236,1,8.47,75.4
77243,1,3.05,45.8
77244,1,3.13,73.5
77245,1,3.92,76.6
77246,1,2.26,45.8
77263,2,1.17,47.3
77264,2,5.55,74.1
77265,2,3.74,74.1
77266,2,6.41,40.4
77267,2,3.5,42.1
77268,2,6.19,74.8
77269,2,4.21,41.6
77270,2,6.76,75.2
77271,2,3.04,74.2
77272,2,1.06,37.8
77273,2,2.87,40.7
77274,2,3.75,73.7
77275,2,9.62,75.5
77276,2,4.67,52.0
77277,2,3.04,73.4
77278,2,3.3,41.7
77279,2,5.7,41.6
77280,2,7.7,74.5
77287,2,1.95,73.2
77288,2,3.65,45.2
77289,2,2.36,45.3
77290,2,6.05,76.2
77307,1,3.58,73.9
77308,1,1.28,46.6
77309,1,3.91,73.5
77310,1,6.63,39.6
77311,1,3.08,41.9
77312,1,4.96,73.1
77313,1,6.69,74.6
77314,1,4.25,39.4
77315,1,0.9,38.2
77316,1,3.52,73.0
77317,1,2.89,39.6
77318,1,3.79,73.3
77319,1,8.53,75.0
77320,1,6.52,50.6
77321,1,3.23,41.2
77322,1,4.07,73.8
77323,1,8.66,73.8
77324,1,5.36,41.9
77331,1,3.26,44.1
77332,1,2.83,71.7
77333,1,3.33,75.1
77334,1,3.46,44.2
77351,2,3.22,61.2
77352,2,18.57,37.9
77353,2,5.41,56.1
77354,2,15.37,42.4
77355,2,0.95,56.5
77356,2,14.16,41.4
77357,2,2.2,56.7
77358,2,14.33,41.2
77359,2,4.05,56.8
77360,2,11.39,41.0
77361,2,14.82,35.6
77362,2,3.09,57.8
77363,2,1.02,60.7
77364,2,33.23,40.9
77365,2,2.61,55.9
77366,2,16.73,43.2
77367,2,2.85,57.4
77368,2,6.99,37.0
77373,2,23.78,38.2
77374,2,4.99,52.9
77378,2,1.87,53.6
77380,2,7.75,40.3
77395,2,3.14,32.7
77396,2,0.43,67.6
77397,2,1.86,60.5
77398,2,2.11,34.7
77399,2,0.68,61.4
77400,2,1.41,34.5
77401,2,1.05,60.5
77402,2,2.81,34.0
